Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,3756.63,безналичный,Минск,МаксБанк-EHQM-158,11-03-2002,20:40:46,недостаточно средств,нет,0.0
физ. лицо,списание средств,2221.29,наличный,Минск,МаксБанк-RUKU-391,05-06-2020,20:39:05,недостаточно средств,да,101.24
физ. лицо,получение средств,4485.62,безналичный,Минск,БелАгропромбанк-XMCB-245,08-02-2004,22:30:37,успешно,нет,0.0
юр. лицо,списание средств,3753.75,наличный,Минск,МаксБанк-BEZG-763,03-08-2009,16:54:50,недостаточно средств,да,335.56
физ. лицо,получение средств,3138.68,безналичный,Минск,БелАгропромбанк-SNAZ-215,04-02-2017,05:58:48,успешно,нет,0.0
юр. лицо,получение средств,4768.07,наличный,Минск,Белинвестбанк-LUBC-948,22-08-2007,11:26:41,успешно,нет,0.0
физ. лицо,списание средств,2293.39,безналичный,Минск,Беларусбанк-SBHK-708,05-04-2015,07:41:52,недостаточно средств,да,222.88
юр. лицо,получение средств,561.41,безналичный,Минск,МаксБанк-JRFE-848,09-02-2012,20:30:41,успешно,нет,0.0
физ. лицо,списание средств,781.14,наличный,Минск,МаксБанк-DUMP-940,16-10-2020,06:48:25,недостаточно средств,да,46.9
физ. лицо,получение средств,1437.03,безналичный,Минск,БелАгропромбанк-VTFV-540,28-04-2020,08:43:56,успешно,нет,0.0
юр. лицо,получение средств,849.6,безналичный,Минск,МаксБанк-EYNW-601,05-02-2005,22:24:40,успешно,нет,0.0
физ. лицо,списание средств,4291.25,безналичный,Минск,Беларусбанк-CJLG-911,22-06-2017,22:16:36,успешно,да,241.94
физ. лицо,списание средств,564.31,безналичный,Минск,Белинвестбанк-HCNS-329,30-05-2005,04:17:41,недостаточно средств,да,50.87
юр. лицо,получение средств,844.88,безналичный,Минск,Приорбанк-RAVC-193,03-03-2013,07:15:24,успешно,нет,0.0
физ. лицо,получение средств,953.71,безналичный,Минск,БелАгропромбанк-YZWH-928,16-07-2011,15:17:05,успешно,нет,0.0
физ. лицо,получение средств,2559.83,безналичный,Минск,Беларусбанк-ABPJ-743,19-03-2005,18:53:43,успешно,нет,0.0
юр. лицо,списание средств,2845.72,безналичный,Минск,БелАгропромбанк-HWQA-294,15-05-2009,14:04:02,успешно,да,248.61
юр. лицо,списание средств,169.46,безналичный,Минск,Белинвестбанк-FPXW-915,22-08-2001,23:42:37,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4372.42,безналичный,Минск,Беларусбанк-ETZY-074,18-10-2002,10:26:07,успешно,нет,0.0
юр. лицо,получение средств,2956.53,наличный,Минск,Приорбанк-JCPZ-773,24-09-2022,18:26:14,успешно,нет,0.0
юр. лицо,списание средств,1499.94,безналичный,Минск,Белинвестбанк-PSZU-788,13-08-2006,05:46:18,успешно,да,92.4
юр. лицо,списание средств,4540.35,безналичный,Минск,Беларусбанк-URIX-543,30-03-2014,01:43:22,недостаточно средств,да,426.51
физ. лицо,получение средств,4837.32,наличный,Минск,БелАгропромбанк-DJUB-706,09-11-2007,18:04:33,успешно,нет,0.0
юр. лицо,получение средств,943.81,безналичный,Минск,Белинвестбанк-CQAJ-925,08-03-2017,15:07:04,успешно,нет,0.0
юр. лицо,списание средств,175.36,наличный,Минск,Беларусбанк-ZEKN-742,01-04-2012,22:10:18,недостаточно средств,да,14.56
юр. лицо,получение средств,970.49,наличный,Минск,Белинвестбанк-LAAL-328,29-08-2023,12:08:21,успешно,нет,0.0
юр. лицо,получение средств,4737.01,наличный,Минск,Белинвестбанк-PSMX-314,14-05-2013,02:18:58,успешно,нет,0.0
физ. лицо,получение средств,2875.14,безналичный,Минск,МаксБанк-WEDP-958,04-03-2001,02:05:41,успешно,нет,0.0
физ. лицо,списание средств,280.81,наличный,Минск,Беларусбанк-HLHU-651,08-06-2001,18:39:40,недостаточно средств,нет,0.0
физ. лицо,получение средств,1047.84,безналичный,Минск,МаксБанк-NMIE-933,03-08-2019,10:49:03,успешно,нет,0.0
физ. лицо,списание средств,1456.67,безналичный,Минск,МаксБанк-KHNZ-485,27-08-2009,08:54:46,неправильный ввод пин-кода,да,63.29
юр. лицо,получение средств,3729.64,безналичный,Минск,БелАгропромбанк-PJRL-797,06-03-2018,18:02:40,успешно,нет,0.0
юр. лицо,получение средств,4825.43,наличный,Минск,Беларусбанк-SIQP-060,03-02-2000,17:51:53,успешно,нет,0.0
физ. лицо,получение средств,2289.37,наличный,Минск,Приорбанк-AUKO-909,01-04-2013,00:00:55,успешно,нет,0.0
физ. лицо,получение средств,2954.53,наличный,Минск,Беларусбанк-KBKC-658,14-12-2003,03:44:57,успешно,нет,0.0
юр. лицо,получение средств,3487.56,наличный,Минск,БелАгропромбанк-UAOD-015,07-07-2011,20:14:40,успешно,нет,0.0
физ. лицо,получение средств,3033.75,наличный,Минск,БелАгропромбанк-WSZR-473,28-04-2018,18:18:55,успешно,нет,0.0
физ. лицо,получение средств,2222.55,наличный,Минск,Беларусбанк-MNQN-735,26-01-2014,07:22:58,успешно,нет,0.0
юр. лицо,получение средств,4810.52,наличный,Минск,БелАгропромбанк-HLYJ-539,21-05-2001,22:42:33,успешно,нет,0.0
юр. лицо,списание средств,1986.76,безналичный,Минск,Беларусбанк-NZTE-843,15-02-2007,13:10:24,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,808.78,безналичный,Минск,Белинвестбанк-BPBX-920,10-03-2015,03:08:29,успешно,нет,0.0
юр. лицо,получение средств,3737.34,безналичный,Минск,Белинвестбанк-AGPR-243,20-11-2015,16:31:52,успешно,нет,0.0
физ. лицо,списание средств,1757.21,наличный,Минск,БелАгропромбанк-YEVQ-129,31-05-2002,17:14:59,недостаточно средств,да,18.59
физ. лицо,списание средств,1884.38,безналичный,Минск,Белинвестбанк-JZCI-097,01-06-2010,19:56:45,неправильный ввод пин-кода,да,111.38
юр. лицо,получение средств,4580.52,безналичный,Минск,БелАгропромбанк-ZTLQ-519,03-10-2018,13:39:15,успешно,нет,0.0
физ. лицо,получение средств,4242.99,наличный,Минск,Беларусбанк-IQIQ-154,13-10-2010,14:22:59,успешно,нет,0.0
юр. лицо,списание средств,3907.59,безналичный,Минск,Приорбанк-QAYH-264,18-11-2016,06:02:29,неправильный ввод пин-кода,нет,0.0
